sample_id,source_dataset,sample_role,subject_id,source_subject_id,local_subject_id,source_sequence_id,sequence_id,frame_dir,path_status,frame_count,frame_extension
casme2__sub26__EP13_02,casme2,classification,sub26,sub26,sub26,EP13_02,EP13_02,D:/揭榜挂帅专项赛数据集/数据集/心理/CASME2/Cropped/sub26/EP13_02,available,33,.jpg
casme2__sub26__EP13_11,casme2,classification,sub26,sub26,sub26,EP13_11,EP13_11,D:/揭榜挂帅专项赛数据集/数据集/心理/CASME2/Cropped/sub26/EP13_11,available,39,.jpg
casme2__sub26__EP16_01,casme2,classification,sub26,sub26,sub26,EP16_01,EP16_01,D:/揭榜挂帅专项赛数据集/数据集/心理/CASME2/Cropped/sub26/EP16_01,available,36,.jpg
casme2__sub26__EP18_44,casme2,classification,sub26,sub26,sub26,EP18_44,EP18_44,D:/揭榜挂帅专项赛数据集/数据集/心理/CASME2/Cropped/sub26/EP18_44,available,44,.jpg
casme2__sub26__EP18_47,casme2,classification,sub26,sub26,sub26,EP18_47,EP18_47,D:/揭榜挂帅专项赛数据集/数据集/心理/CASME2/Cropped/sub26/EP18_47,available,44,.jpg
casme2__sub26__EP18_49,casme2,classification,sub26,sub26,sub26,EP18_49,EP18_49,D:/揭榜挂帅专项赛数据集/数据集/心理/CASME2/Cropped/sub26/EP18_49,available,44,.jpg
casme2__sub26__EP18_50,casme2,classification,sub26,sub26,sub26,EP18_50,EP18_50,D:/揭榜挂帅专项赛数据集/数据集/心理/CASME2/Cropped/sub26/EP18_50,available,29,.jpg
casme2__sub26__EP18_51,casme2,classification,sub26,sub26,sub26,EP18_51,EP18_51,D:/揭榜挂帅专项赛数据集/数据集/心理/CASME2/Cropped/sub26/EP18_51,available,45,.jpg
smic_hs__s01__s1_ne_01,smic_hs,classification,s01,s01,s1,s01_ne_01,s1_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/micro/negative/s1_ne_01,available,36,.bmp
smic_hs__s01__s1_ne_02,smic_hs,classification,s01,s01,s1,s01_ne_02,s1_ne_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/micro/negative/s1_ne_02,available,32,.bmp
smic_hs__s01__s1_ne_03,smic_hs,classification,s01,s01,s1,s01_ne_03,s1_ne_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/micro/negative/s1_ne_03,available,27,.bmp
smic_hs__s01__s1_po_01,smic_hs,classification,s01,s01,s1,s01_po_01,s1_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/micro/positive/s1_po_01,available,23,.bmp
smic_hs__s01__s1_po_02,smic_hs,classification,s01,s01,s1,s01_po_02,s1_po_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/micro/positive/s1_po_02,available,30,.bmp
smic_hs__s01__s1_sur_01,smic_hs,classification,s01,s01,s1,s01_sur_01,s1_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/micro/surprise/s1_sur_01,available,33,.bmp
smic_hs__s01__s1_n1,smic_hs,spotting_negative,s01,s1,s1,s1_n1,s1_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/non_micro/s1_n1,available,24,.bmp
smic_hs__s01__s1_n2,smic_hs,spotting_negative,s01,s1,s1,s1_n2,s1_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/non_micro/s1_n2,available,15,.bmp
smic_hs__s01__s1_n3,smic_hs,spotting_negative,s01,s1,s1,s1_n3,s1_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/non_micro/s1_n3,available,20,.bmp
smic_hs__s01__s1_n4,smic_hs,spotting_negative,s01,s1,s1,s1_n4,s1_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/non_micro/s1_n4,available,24,.bmp
smic_hs__s01__s1_n5,smic_hs,spotting_negative,s01,s1,s1,s1_n5,s1_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/non_micro/s1_n5,available,19,.bmp
smic_hs__s01__s1_n6,smic_hs,spotting_negative,s01,s1,s1,s1_n6,s1_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s1/non_micro/s1_n6,available,18,.bmp
smic_hs__s02__s2_po_01,smic_hs,classification,s02,s02,s2,s02_po_01,s2_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/micro/positive/s2_po_01,available,29,.bmp
smic_hs__s02__s2_sur_01,smic_hs,classification,s02,s02,s2,s02_sur_01,s2_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/micro/surprise/s2_sur_01,available,27,.bmp
smic_hs__s02__s2_sur_02,smic_hs,classification,s02,s02,s2,s02_sur_02,s2_sur_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/micro/surprise/s2_sur_02,available,35,.bmp
smic_hs__s02__s2_sur_03,smic_hs,classification,s02,s02,s2,s02_sur_03,s2_sur_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/micro/surprise/s2_sur_03,available,41,.bmp
smic_hs__s02__s2_sur_04,smic_hs,classification,s02,s02,s2,s02_sur_04,s2_sur_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/micro/surprise/s2_sur_04,available,35,.bmp
smic_hs__s02__s2_sur_05,smic_hs,classification,s02,s02,s2,s02_sur_05,s2_sur_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/micro/surprise/s2_sur_05,available,30,.bmp
smic_hs__s02__s2_n1,smic_hs,spotting_negative,s02,s2,s2,s2_n1,s2_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/non_micro/s2_n1,available,31,.bmp
smic_hs__s02__s2_n2,smic_hs,spotting_negative,s02,s2,s2,s2_n2,s2_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/non_micro/s2_n2,available,26,.bmp
smic_hs__s02__s2_n3,smic_hs,spotting_negative,s02,s2,s2,s2_n3,s2_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/non_micro/s2_n3,available,26,.bmp
smic_hs__s02__s2_n4,smic_hs,spotting_negative,s02,s2,s2,s2_n4,s2_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/non_micro/s2_n4,available,26,.bmp
smic_hs__s02__s2_n5,smic_hs,spotting_negative,s02,s2,s2,s2_n5,s2_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/non_micro/s2_n5,available,29,.bmp
smic_hs__s02__s2_n6,smic_hs,spotting_negative,s02,s2,s2,s2_n6,s2_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s2/non_micro/s2_n6,available,26,.bmp
smic_hs__s03__s3_ne_01,smic_hs,classification,s03,s03,s3,s03_ne_01,s3_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_01,available,26,.bmp
smic_hs__s03__s3_ne_02,smic_hs,classification,s03,s03,s3,s03_ne_02,s3_ne_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_02,available,27,.bmp
smic_hs__s03__s3_ne_03,smic_hs,classification,s03,s03,s3,s03_ne_03,s3_ne_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_03,available,11,.bmp
smic_hs__s03__s3_ne_04,smic_hs,classification,s03,s03,s3,s03_ne_04,s3_ne_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_04,available,21,.bmp
smic_hs__s03__s3_ne_05,smic_hs,classification,s03,s03,s3,s03_ne_05,s3_ne_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_05,available,26,.bmp
smic_hs__s03__s3_ne_06,smic_hs,classification,s03,s03,s3,s03_ne_06,s3_ne_06,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_06,available,42,.bmp
smic_hs__s03__s3_ne_07,smic_hs,classification,s03,s03,s3,s03_ne_07,s3_ne_07,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_07,available,31,.bmp
smic_hs__s03__s3_ne_08,smic_hs,classification,s03,s03,s3,s03_ne_08,s3_ne_08,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_08,available,41,.bmp
smic_hs__s03__s3_ne_09,smic_hs,classification,s03,s03,s3,s03_ne_09,s3_ne_09,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_09,available,21,.bmp
smic_hs__s03__s3_ne_10,smic_hs,classification,s03,s03,s3,s03_ne_10,s3_ne_10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_10,available,31,.bmp
smic_hs__s03__s3_ne_11,smic_hs,classification,s03,s03,s3,s03_ne_11,s3_ne_11,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_11,available,26,.bmp
smic_hs__s03__s3_ne_12,smic_hs,classification,s03,s03,s3,s03_ne_12,s3_ne_12,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_12,available,23,.bmp
smic_hs__s03__s3_ne_13,smic_hs,classification,s03,s03,s3,s03_ne_13,s3_ne_13,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_13,available,31,.bmp
smic_hs__s03__s3_ne_14,smic_hs,classification,s03,s03,s3,s03_ne_14,s3_ne_14,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_14,available,30,.bmp
smic_hs__s03__s3_ne_15,smic_hs,classification,s03,s03,s3,s03_ne_15,s3_ne_15,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_15,available,35,.bmp
smic_hs__s03__s3_ne_16,smic_hs,classification,s03,s03,s3,s03_ne_16,s3_ne_16,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_16,available,17,.bmp
smic_hs__s03__s3_ne_17,smic_hs,classification,s03,s03,s3,s03_ne_17,s3_ne_17,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_17,available,34,.bmp
smic_hs__s03__s3_ne_18,smic_hs,classification,s03,s03,s3,s03_ne_18,s3_ne_18,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_18,available,40,.bmp
smic_hs__s03__s3_ne_19,smic_hs,classification,s03,s03,s3,s03_ne_19,s3_ne_19,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_19,available,40,.bmp
smic_hs__s03__s3_ne_20,smic_hs,classification,s03,s03,s3,s03_ne_20,s3_ne_20,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_20,available,31,.bmp
smic_hs__s03__s3_ne_21,smic_hs,classification,s03,s03,s3,s03_ne_21,s3_ne_21,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_21,available,20,.bmp
smic_hs__s03__s3_ne_22,smic_hs,classification,s03,s03,s3,s03_ne_22,s3_ne_22,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/negative/s3_ne_22,available,23,.bmp
smic_hs__s03__s3_po_01,smic_hs,classification,s03,s03,s3,s03_po_01,s3_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_01,available,26,.bmp
smic_hs__s03__s3_po_02,smic_hs,classification,s03,s03,s3,s03_po_02,s3_po_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_02,available,34,.bmp
smic_hs__s03__s3_po_03,smic_hs,classification,s03,s03,s3,s03_po_03,s3_po_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_03,available,19,.bmp
smic_hs__s03__s3_po_04,smic_hs,classification,s03,s03,s3,s03_po_04,s3_po_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_04,available,26,.bmp
smic_hs__s03__s3_po_05,smic_hs,classification,s03,s03,s3,s03_po_05,s3_po_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_05,available,31,.bmp
smic_hs__s03__s3_po_06,smic_hs,classification,s03,s03,s3,s03_po_06,s3_po_06,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_06,available,26,.bmp
smic_hs__s03__s3_po_07,smic_hs,classification,s03,s03,s3,s03_po_07,s3_po_07,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_07,available,39,.bmp
smic_hs__s03__s3_po_08,smic_hs,classification,s03,s03,s3,s03_po_08,s3_po_08,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_08,available,30,.bmp
smic_hs__s03__s3_po_09,smic_hs,classification,s03,s03,s3,s03_po_09,s3_po_09,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_09,available,38,.bmp
smic_hs__s03__s3_po_10,smic_hs,classification,s03,s03,s3,s03_po_10,s3_po_10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_10,available,23,.bmp
smic_hs__s03__s3_po_11,smic_hs,classification,s03,s03,s3,s03_po_11,s3_po_11,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/positive/s3_po_11,available,16,.bmp
smic_hs__s03__s3_sur_01,smic_hs,classification,s03,s03,s3,s03_sur_01,s3_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/surprise/s3_sur_01,available,30,.bmp
smic_hs__s03__s3_sur_02,smic_hs,classification,s03,s03,s3,s03_sur_02,s3_sur_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/surprise/s3_sur_02,available,20,.bmp
smic_hs__s03__s3_sur_03,smic_hs,classification,s03,s03,s3,s03_sur_03,s3_sur_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/surprise/s3_sur_03,available,21,.bmp
smic_hs__s03__s3_sur_04,smic_hs,classification,s03,s03,s3,s03_sur_04,s3_sur_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/surprise/s3_sur_04,available,40,.bmp
smic_hs__s03__s3_sur_05,smic_hs,classification,s03,s03,s3,s03_sur_05,s3_sur_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/surprise/s3_sur_05,available,27,.bmp
smic_hs__s03__s3_sur_06,smic_hs,classification,s03,s03,s3,s03_sur_06,s3_sur_06,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/micro/surprise/s3_sur_06,available,21,.bmp
smic_hs__s03__s3_n1,smic_hs,spotting_negative,s03,s3,s3,s3_n1,s3_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n1,available,26,.bmp
smic_hs__s03__s3_n10,smic_hs,spotting_negative,s03,s3,s3,s3_n10,s3_n10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n10,available,26,.bmp
smic_hs__s03__s3_n11,smic_hs,spotting_negative,s03,s3,s3,s3_n11,s3_n11,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n11,available,28,.bmp
smic_hs__s03__s3_n12,smic_hs,spotting_negative,s03,s3,s3,s3_n12,s3_n12,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n12,available,21,.bmp
smic_hs__s03__s3_n13,smic_hs,spotting_negative,s03,s3,s3,s3_n13,s3_n13,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n13,available,26,.bmp
smic_hs__s03__s3_n14,smic_hs,spotting_negative,s03,s3,s3,s3_n14,s3_n14,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n14,available,24,.bmp
smic_hs__s03__s3_n15,smic_hs,spotting_negative,s03,s3,s3,s3_n15,s3_n15,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n15,available,25,.bmp
smic_hs__s03__s3_n16,smic_hs,spotting_negative,s03,s3,s3,s3_n16,s3_n16,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n16,available,26,.bmp
smic_hs__s03__s3_n17,smic_hs,spotting_negative,s03,s3,s3,s3_n17,s3_n17,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n17,available,26,.bmp
smic_hs__s03__s3_n18,smic_hs,spotting_negative,s03,s3,s3,s3_n18,s3_n18,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n18,available,23,.bmp
smic_hs__s03__s3_n19,smic_hs,spotting_negative,s03,s3,s3,s3_n19,s3_n19,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n19,available,21,.bmp
smic_hs__s03__s3_n2,smic_hs,spotting_negative,s03,s3,s3,s3_n2,s3_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n2,available,27,.bmp
smic_hs__s03__s3_n20,smic_hs,spotting_negative,s03,s3,s3,s3_n20,s3_n20,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n20,available,20,.bmp
smic_hs__s03__s3_n21,smic_hs,spotting_negative,s03,s3,s3,s3_n21,s3_n21,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n21,available,22,.bmp
smic_hs__s03__s3_n22,smic_hs,spotting_negative,s03,s3,s3,s3_n22,s3_n22,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n22,available,14,.bmp
smic_hs__s03__s3_n23,smic_hs,spotting_negative,s03,s3,s3,s3_n23,s3_n23,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n23,available,24,.bmp
smic_hs__s03__s3_n24,smic_hs,spotting_negative,s03,s3,s3,s3_n24,s3_n24,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n24,available,40,.bmp
smic_hs__s03__s3_n25,smic_hs,spotting_negative,s03,s3,s3,s3_n25,s3_n25,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n25,available,18,.bmp
smic_hs__s03__s3_n26,smic_hs,spotting_negative,s03,s3,s3,s3_n26,s3_n26,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n26,available,20,.bmp
smic_hs__s03__s3_n27,smic_hs,spotting_negative,s03,s3,s3,s3_n27,s3_n27,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n27,available,26,.bmp
smic_hs__s03__s3_n28,smic_hs,spotting_negative,s03,s3,s3,s3_n28,s3_n28,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n28,available,21,.bmp
smic_hs__s03__s3_n29,smic_hs,spotting_negative,s03,s3,s3,s3_n29,s3_n29,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n29,available,24,.bmp
smic_hs__s03__s3_n3,smic_hs,spotting_negative,s03,s3,s3,s3_n3,s3_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n3,available,27,.bmp
smic_hs__s03__s3_n30,smic_hs,spotting_negative,s03,s3,s3,s3_n30,s3_n30,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n30,available,19,.bmp
smic_hs__s03__s3_n31,smic_hs,spotting_negative,s03,s3,s3,s3_n31,s3_n31,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n31,available,18,.bmp
smic_hs__s03__s3_n32,smic_hs,spotting_negative,s03,s3,s3,s3_n32,s3_n32,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n32,available,22,.bmp
smic_hs__s03__s3_n33,smic_hs,spotting_negative,s03,s3,s3,s3_n33,s3_n33,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n33,available,25,.bmp
smic_hs__s03__s3_n34,smic_hs,spotting_negative,s03,s3,s3,s3_n34,s3_n34,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n34,available,28,.bmp
smic_hs__s03__s3_n35,smic_hs,spotting_negative,s03,s3,s3,s3_n35,s3_n35,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n35,available,20,.bmp
smic_hs__s03__s3_n36,smic_hs,spotting_negative,s03,s3,s3,s3_n36,s3_n36,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n36,available,29,.bmp
smic_hs__s03__s3_n37,smic_hs,spotting_negative,s03,s3,s3,s3_n37,s3_n37,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n37,available,18,.bmp
smic_hs__s03__s3_n38,smic_hs,spotting_negative,s03,s3,s3,s3_n38,s3_n38,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n38,available,36,.bmp
smic_hs__s03__s3_n39,smic_hs,spotting_negative,s03,s3,s3,s3_n39,s3_n39,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n39,available,30,.bmp
smic_hs__s03__s3_n4,smic_hs,spotting_negative,s03,s3,s3,s3_n4,s3_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n4,available,23,.bmp
smic_hs__s03__s3_n5,smic_hs,spotting_negative,s03,s3,s3,s3_n5,s3_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n5,available,26,.bmp
smic_hs__s03__s3_n6,smic_hs,spotting_negative,s03,s3,s3,s3_n6,s3_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n6,available,26,.bmp
smic_hs__s03__s3_n7,smic_hs,spotting_negative,s03,s3,s3,s3_n7,s3_n7,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n7,available,25,.bmp
smic_hs__s03__s3_n8,smic_hs,spotting_negative,s03,s3,s3,s3_n8,s3_n8,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n8,available,27,.bmp
smic_hs__s03__s3_n9,smic_hs,spotting_negative,s03,s3,s3,s3_n9,s3_n9,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s3/non_micro/s3_n9,available,26,.bmp
smic_hs__s04__s4_ne_01,smic_hs,classification,s04,s04,s4,s04_ne_01,s4_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_01,available,31,.bmp
smic_hs__s04__s4_ne_02,smic_hs,classification,s04,s04,s4,s04_ne_02,s4_ne_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_02,available,24,.bmp
smic_hs__s04__s4_ne_03,smic_hs,classification,s04,s04,s4,s04_ne_03,s4_ne_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_03,available,24,.bmp
smic_hs__s04__s4_ne_04,smic_hs,classification,s04,s04,s4,s04_ne_04,s4_ne_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_04,available,32,.bmp
smic_hs__s04__s4_ne_05,smic_hs,classification,s04,s04,s4,s04_ne_05,s4_ne_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_05,available,19,.bmp
smic_hs__s04__s4_ne_06,smic_hs,classification,s04,s04,s4,s04_ne_06,s4_ne_06,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_06,available,23,.bmp
smic_hs__s04__s4_ne_07,smic_hs,classification,s04,s04,s4,s04_ne_07,s4_ne_07,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_07,available,27,.bmp
smic_hs__s04__s4_ne_08,smic_hs,classification,s04,s04,s4,s04_ne_08,s4_ne_08,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s4/micro/negative/s4_ne_08,available,25,.bmp
